snr_db,symbol_id,I_clean,Q_clean,rx_I,rx_Q,r,theta
0,0,-0.9486832980505138,-0.9486832980505138,-2.6376540657371845,-1.1368796269407493,2.872231581306221,-2.7346347304296126
0,0,-0.9486832980505138,-0.9486832980505138,-1.48213188453182,-1.4136440789591094,2.0481954264966986,-2.379841015610149
0,0,-0.9486832980505138,-0.9486832980505138,-1.6933764128281554,-0.132579775606607,1.6985585278178228,-3.063458890783289
0,0,-0.9486832980505138,-0.9486832980505138,0.3124283261595826,-1.267554927692267,1.3054910776040667,-1.3291323068678753
0,0,-0.9486832980505138,-0.9486832980505138,-0.6342587412720613,-1.7709437176656029,1.8810969677343288,-1.9147108169401919
0,0,-0.9486832980505138,-0.9486832980505138,-0.8648071051136721,-0.2912245730473793,0.9125256604620597,-2.8167694470148894
0,0,-0.9486832980505138,-0.9486832980505138,-0.5755501390905566,-1.35709601961648,1.4740989007071583,-1.9719079898137482
0,0,-0.9486832980505138,-0.9486832980505138,-2.150597799491278,-0.6867501776707718,2.2575864771271914,-2.8324976839086085
0,0,-0.9486832980505138,-0.9486832980505138,-1.7585365907510693,-1.6782312190224649,2.4308251614445706,-2.3795567786884497
0,0,-0.9486832980505138,-0.9486832980505138,-1.3619136052848355,-1.0754606251934542,1.735345563454563,-2.473183072714123
0,0,-0.9486832980505138,-0.9486832980505138,-0.3071381884977567,-1.0541522837903925,1.0979849289740655,-1.8543081201905012
0,0,-0.9486832980505138,-0.9486832980505138,-0.5707386612633222,-0.8550178038380933,1.0280068406099083,-2.159387182813233
0,0,-0.9486832980505138,-0.9486832980505138,-0.9122713084345953,-0.6552617359864301,1.123212750480032,-2.5187065496493397
0,0,-0.9486832980505138,-0.9486832980505138,-0.5370711008809745,-1.0548996247518196,1.1837476866727266,-2.041713743331014
0,0,-0.9486832980505138,-0.9486832980505138,-1.5202613917959105,-0.86031800564412,1.7468090251142838,-2.6266231182420836
0,0,-0.9486832980505138,-0.9486832980505138,-1.009439348190626,-1.2628312287930767,1.6166974083267864,-2.245138485355342
0,0,-0.9486832980505138,-0.9486832980505138,-0.7282986591491516,-0.5097257383145857,0.8889540287432199,-2.530943477125221
0,0,-0.9486832980505138,-0.9486832980505138,-1.6784698981626045,-0.9967327261695016,1.9521109923504019,-2.605719210025565
0,0,-0.9486832980505138,-0.9486832980505138,-0.2806353473499259,-1.3387942783720308,1.3678911937664853,-1.7774226049032373
0,0,-0.9486832980505138,-0.9486832980505138,-1.53282351616244,-1.396754215744003,2.073757524615458,-2.402607861657457
0,0,-0.9486832980505138,-0.9486832980505138,-1.7003351437976375,-1.2156636362512612,2.0902099602042306,-2.520899928460438
0,0,-0.9486832980505138,-0.9486832980505138,-0.5199615058162403,0.1355707899464047,0.5373447744394508,2.8865387312455746
0,0,-0.9486832980505138,-0.9486832980505138,-1.0950548976100216,-0.4045690195074292,1.167399383383809,-2.787695799151458
0,0,-0.9486832980505138,-0.9486832980505138,-1.4835933216131754,-1.051040783820996,1.818168274167787,-2.525222926629695
0,0,-0.9486832980505138,-0.9486832980505138,-2.63591475606136,-1.8360573136608005,3.2123438577259025,-2.5331830984280996
0,0,-0.9486832980505138,-0.9486832980505138,-0.3307354898347163,-2.257203540920538,2.2813052819341,-1.7162854750678505
0,0,-0.9486832980505138,-0.9486832980505138,-1.0281958908799984,-1.3339765378351571,1.6842446952617027,-2.2274614552896055
0,0,-0.9486832980505138,-0.9486832980505138,-1.8454427547582315,-1.730244159348174,2.529704293400341,-2.388400543541108
0,0,-0.9486832980505138,-0.9486832980505138,-0.4582625936180298,-2.273334584292772,2.3190633317896077,-1.7697122644871603
0,0,-0.9486832980505138,-0.9486832980505138,-1.467066086242982,-1.3956525660165158,2.0248775238104613,-2.381135366595441
0,0,-0.9486832980505138,-0.9486832980505138,0.3421123179977958,-0.530145014321637,0.6309473625714855,-0.9977192761378227
0,0,-0.9486832980505138,-0.9486832980505138,-1.3325326815737215,-1.437715191825624,1.9602725117361217,-2.3182440920896257
0,0,-0.9486832980505138,-0.9486832980505138,-1.2518023694440663,-0.9785139256259072,1.5888671041939293,-2.478120190296069
0,0,-0.9486832980505138,-0.9486832980505138,-0.0307526304148992,-0.6026930630957619,0.6034771350939382,-1.6217774726851861
0,0,-0.9486832980505138,-0.9486832980505138,-1.0811357211382493,-1.1945833611744707,1.6111746815029147,-2.3063843873356236
0,0,-0.9486832980505138,-0.9486832980505138,-2.097846313771164,-0.7972353105533255,2.244224430977508,-2.7784232713444816
0,0,-0.9486832980505138,-0.9486832980505138,-0.8276273018499437,-2.1155138148446087,2.27164382145745,-1.943709253899641
0,0,-0.9486832980505138,-0.9486832980505138,-0.2424809523996793,-0.6497828720867351,0.693552300215306,-1.9279636456356848
